datetime,close,high,low,open,volume
2026-04-10 03:55:00+00:00,23940.44921875,23944.19921875,23918.44921875,23918.849609375,0
2026-04-10 03:56:00+00:00,23913.94921875,23941.0,23913.80078125,23940.099609375,0
2026-04-10 03:57:00+00:00,23908.849609375,23915.25,23902.19921875,23914.55078125,0
2026-04-10 03:58:00+00:00,23930.25,23930.25,23907.19921875,23909.900390625,0
2026-04-10 03:59:00+00:00,23936.900390625,23937.349609375,23922.849609375,23928.150390625,0
2026-04-10 04:00:00+00:00,23945.55078125,23947.400390625,23937.349609375,23937.349609375,0
2026-04-10 04:01:00+00:00,23935.55078125,23950.900390625,23935.099609375,23945.599609375,0
2026-04-10 04:02:00+00:00,23948.099609375,23948.25,23931.19921875,23935.400390625,0
2026-04-10 04:03:00+00:00,23952.19921875,23959.5,23945.400390625,23947.150390625,0
2026-04-10 04:04:00+00:00,23943.599609375,23956.44921875,23943.30078125,23952.099609375,0
2026-04-10 04:05:00+00:00,23926.05078125,23944.05078125,23925.5,23943.19921875,0
2026-04-10 04:06:00+00:00,23926.650390625,23931.30078125,23921.849609375,23925.849609375,0
2026-04-10 04:07:00+00:00,23934.30078125,23935.30078125,23926.05078125,23927.0,0
2026-04-10 04:08:00+00:00,23930.94921875,23942.650390625,23927.5,23934.349609375,0
2026-04-10 04:09:00+00:00,23936.55078125,23941.150390625,23927.400390625,23930.19921875,0
2026-04-10 04:10:00+00:00,23938.099609375,23943.150390625,23937.150390625,23937.150390625,0
2026-04-10 04:11:00+00:00,23938.650390625,23946.349609375,23934.94921875,23938.94921875,0
2026-04-10 04:12:00+00:00,23948.849609375,23949.25,23939.900390625,23940.0,0
2026-04-10 04:13:00+00:00,23955.69921875,23957.94921875,23948.150390625,23949.400390625,0
2026-04-10 04:14:00+00:00,23948.150390625,23957.44921875,23946.099609375,23955.94921875,0
2026-04-10 04:15:00+00:00,23949.849609375,23952.30078125,23943.650390625,23948.599609375,0
2026-04-10 04:16:00+00:00,23966.44921875,23966.44921875,23951.19921875,23951.44921875,0
2026-04-10 04:17:00+00:00,23981.80078125,23983.80078125,23967.05078125,23967.75,0
2026-04-10 04:18:00+00:00,23978.30078125,23992.099609375,23978.30078125,23982.25,0
2026-04-10 04:19:00+00:00,23974.349609375,23978.94921875,23967.900390625,23978.400390625,0
2026-04-10 04:20:00+00:00,23981.55078125,23983.599609375,23973.25,23973.25,0
2026-04-10 04:21:00+00:00,23977.349609375,23982.25,23974.44921875,23981.5,0
2026-04-10 04:22:00+00:00,23977.75,23978.849609375,23971.25,23977.599609375,0
2026-04-10 04:23:00+00:00,23983.80078125,23983.80078125,23976.400390625,23978.30078125,0
2026-04-10 04:24:00+00:00,23986.849609375,23987.94921875,23982.69921875,23983.5,0
2026-04-10 04:25:00+00:00,23981.849609375,23992.599609375,23981.25,23986.650390625,0
2026-04-10 04:26:00+00:00,23984.75,23985.849609375,23980.75,23981.349609375,0
2026-04-10 04:27:00+00:00,23988.30078125,23992.05078125,23983.94921875,23983.94921875,0
2026-04-10 04:28:00+00:00,23990.75,23998.25,23988.150390625,23988.650390625,0
2026-04-10 04:29:00+00:00,23988.05078125,23994.650390625,23987.599609375,23992.099609375,0
2026-04-10 04:30:00+00:00,23995.849609375,23997.849609375,23988.44921875,23988.44921875,0
2026-04-10 04:31:00+00:00,23999.69921875,24000.25,23990.25,23995.69921875,0
2026-04-10 04:32:00+00:00,23984.900390625,24001.25,23984.19921875,24000.05078125,0
2026-04-10 04:33:00+00:00,23982.599609375,23989.30078125,23982.599609375,23985.349609375,0
2026-04-10 04:34:00+00:00,23972.349609375,23982.94921875,23971.849609375,23982.650390625,0
2026-04-10 04:35:00+00:00,23925.80078125,23973.94921875,23916.30078125,23971.650390625,0
2026-04-10 04:36:00+00:00,23940.349609375,23948.5,23925.5,23925.5,0
2026-04-10 04:37:00+00:00,23940.5,23942.80078125,23934.69921875,23939.400390625,0
2026-04-10 04:38:00+00:00,23945.19921875,23947.150390625,23933.900390625,23940.55078125,0
2026-04-10 04:39:00+00:00,23961.55078125,23964.05078125,23945.5,23945.75,0
2026-04-10 04:40:00+00:00,23972.80078125,23974.44921875,23960.05078125,23960.650390625,0
2026-04-10 04:41:00+00:00,23976.099609375,23979.0,23972.30078125,23973.80078125,0
2026-04-10 04:42:00+00:00,23985.099609375,23988.0,23975.650390625,23975.650390625,0
2026-04-10 04:43:00+00:00,23993.80078125,23995.349609375,23983.900390625,23985.69921875,0
2026-04-10 04:44:00+00:00,23994.400390625,23995.900390625,23988.5,23993.55078125,0
2026-04-10 04:45:00+00:00,24007.69921875,24008.25,23994.94921875,23994.94921875,0
2026-04-10 04:46:00+00:00,24013.05078125,24014.849609375,24004.0,24007.099609375,0
2026-04-10 04:47:00+00:00,24009.849609375,24018.650390625,24003.900390625,24012.150390625,0
2026-04-10 04:48:00+00:00,24013.25,24015.05078125,24008.94921875,24008.94921875,0
2026-04-10 04:49:00+00:00,24015.05078125,24015.599609375,24011.25,24013.05078125,0
2026-04-10 04:50:00+00:00,24018.25,24020.849609375,24014.150390625,24014.150390625,0
2026-04-10 04:51:00+00:00,24017.400390625,24023.94921875,24015.599609375,24017.650390625,0
2026-04-10 04:52:00+00:00,24017.0,24021.650390625,24015.650390625,24016.5,0
2026-04-10 04:53:00+00:00,24017.69921875,24019.55078125,24010.849609375,24017.400390625,0
2026-04-10 04:54:00+00:00,24021.55078125,24021.650390625,24015.25,24018.75,0
2026-04-10 04:55:00+00:00,24031.55078125,24032.599609375,24021.19921875,24022.55078125,0
2026-04-10 04:56:00+00:00,24023.94921875,24035.599609375,24023.94921875,24032.099609375,0
2026-04-10 04:57:00+00:00,24015.099609375,24024.599609375,24013.5,24023.25,0
2026-04-10 04:58:00+00:00,24005.099609375,24015.650390625,24004.599609375,24014.650390625,0
2026-04-10 04:59:00+00:00,24009.099609375,24009.25,24002.5,24005.55078125,0
2026-04-10 05:00:00+00:00,24019.19921875,24021.25,24008.900390625,24010.0,0
2026-04-10 05:01:00+00:00,24013.69921875,24023.900390625,24013.25,24019.94921875,0
2026-04-10 05:02:00+00:00,24010.0,24016.44921875,24004.150390625,24014.30078125,0
2026-04-10 05:03:00+00:00,24001.44921875,24012.44921875,24001.0,24009.349609375,0
2026-04-10 05:04:00+00:00,24019.849609375,24019.849609375,24001.150390625,24001.150390625,0
2026-04-10 05:05:00+00:00,24017.0,24026.099609375,24016.150390625,24019.69921875,0
2026-04-10 05:06:00+00:00,24018.19921875,24020.69921875,24014.69921875,24016.650390625,0
2026-04-10 05:07:00+00:00,24008.5,24019.80078125,24007.099609375,24017.25,0
2026-04-10 05:08:00+00:00,24006.400390625,24011.099609375,24005.69921875,24008.349609375,0
2026-04-10 05:09:00+00:00,24007.05078125,24008.349609375,24003.55078125,24006.400390625,0
2026-04-10 05:10:00+00:00,24015.55078125,24016.400390625,24006.650390625,24007.400390625,0
2026-04-10 05:11:00+00:00,24010.30078125,24017.599609375,24006.5,24015.349609375,0
2026-04-10 05:12:00+00:00,24012.349609375,24013.0,24009.400390625,24010.80078125,0
2026-04-10 05:13:00+00:00,24008.0,24015.55078125,24007.650390625,24011.94921875,0
2026-04-10 05:14:00+00:00,24003.849609375,24010.19921875,24003.80078125,24007.349609375,0
2026-04-10 05:15:00+00:00,23998.19921875,24005.650390625,23996.25,24003.75,0
2026-04-10 05:16:00+00:00,23995.349609375,24009.05078125,23994.69921875,23998.44921875,0
2026-04-10 05:17:00+00:00,24004.849609375,24004.849609375,23994.75,23994.75,0
2026-04-10 05:18:00+00:00,23995.150390625,24007.349609375,23994.55078125,24004.55078125,0
2026-04-10 05:19:00+00:00,23994.94921875,23997.150390625,23993.650390625,23994.650390625,0
2026-04-10 05:20:00+00:00,23991.80078125,23997.349609375,23991.650390625,23994.650390625,0
2026-04-10 05:21:00+00:00,23993.94921875,23994.80078125,23990.349609375,23991.650390625,0
2026-04-10 05:22:00+00:00,23989.650390625,23994.349609375,23988.44921875,23993.400390625,0
2026-04-10 05:23:00+00:00,23989.19921875,23991.900390625,23984.75,23990.650390625,0
2026-04-10 05:24:00+00:00,23985.69921875,23991.80078125,23984.900390625,23989.150390625,0
2026-04-10 05:25:00+00:00,23985.25,23987.5,23984.099609375,23985.30078125,0
2026-04-10 05:26:00+00:00,23980.05078125,23987.0,23979.94921875,23985.19921875,0
2026-04-10 05:27:00+00:00,23972.5,23981.400390625,23972.30078125,23980.5,0
2026-04-10 05:28:00+00:00,23986.69921875,23988.25,23972.349609375,23972.44921875,0
2026-04-10 05:29:00+00:00,23998.849609375,24000.0,23986.599609375,23986.599609375,0
2026-04-10 05:30:00+00:00,23999.849609375,24003.099609375,23994.900390625,23999.69921875,0
2026-04-10 05:31:00+00:00,24008.5,24010.400390625,24000.5,24000.5,0
2026-04-10 05:32:00+00:00,24003.099609375,24009.900390625,24002.80078125,24008.05078125,0
2026-04-10 05:33:00+00:00,24000.150390625,24004.30078125,23997.30078125,24002.30078125,0
2026-04-10 05:34:00+00:00,24001.80078125,24003.599609375,23997.75,24000.19921875,0
2026-04-10 05:35:00+00:00,23996.5,24002.30078125,23993.94921875,24001.44921875,0
2026-04-10 05:36:00+00:00,23999.400390625,24001.80078125,23995.650390625,23995.650390625,0
