time,open,high,low,close,vol
09:15,1272.5,1273.4,1262.1,1268.0,9877
09:16,1268.5,1269.7,1262.3,1263.8,11634
09:17,1262.2,1265.9,1262.1,1265.9,4749
09:18,1266.9,1266.9,1262.0,1262.0,2068
09:19,1262.0,1262.4,1258.5,1259.4,10924
09:20,1259.1,1260.0,1258.2,1258.5,4610
09:21,1259.0,1260.0,1257.2,1257.9,10199
09:22,1258.1,1259.8,1257.7,1258.4,3675
09:23,1258.7,1260.0,1258.4,1258.5,5290
09:24,1258.5,1259.7,1258.1,1258.8,2555
09:25,1258.3,1258.9,1258.2,1258.8,1552
09:26,1258.5,1260.0,1258.0,1259.2,3939
09:27,1259.0,1259.0,1257.5,1258.7,6880
09:28,1258.2,1260.6,1258.2,1259.2,8372
09:29,1259.2,1260.1,1258.4,1258.9,2263
09:30,1258.1,1259.0,1258.1,1258.9,3778
09:31,1258.5,1259.3,1257.0,1258.3,4897
09:32,1257.7,1258.8,1257.7,1258.8,2865
09:33,1258.4,1258.8,1257.2,1258.1,2255
09:34,1258.1,1258.5,1256.0,1257.0,5706
09:35,1256.6,1257.5,1255.3,1256.4,2287
09:36,1256.1,1256.1,1255.1,1255.9,2533
09:37,1255.7,1255.9,1252.8,1254.6,13911
09:38,1254.1,1255.7,1252.5,1255.3,9220
09:39,1254.8,1255.3,1252.5,1253.0,3521
09:40,1253.2,1254.0,1252.8,1253.8,1657
09:41,1254.0,1255.5,1253.9,1255.3,1961
09:42,1255.2,1256.4,1255.2,1256.3,2171
09:43,1256.2,1258.2,1256.2,1258.0,1987
09:44,1257.3,1258.5,1256.6,1258.3,2408
09:45,1257.6,1258.5,1257.2,1257.4,1103
09:46,1257.0,1258.7,1257.0,1258.5,2155
09:47,1258.4,1258.4,1257.1,1257.6,2655
09:48,1257.5,1258.1,1256.7,1257.3,2761
09:49,1256.8,1257.6,1256.0,1256.6,3473
09:50,1256.1,1257.0,1256.0,1256.9,2785
09:51,1256.6,1256.9,1255.5,1255.8,1961
09:52,1255.5,1256.9,1255.5,1256.6,5361
09:53,1256.5,1257.2,1256.3,1257.1,1514
09:54,1257.0,1257.3,1256.4,1256.4,1040
09:55,1256.0,1256.8,1256.0,1256.6,898
09:56,1256.1,1257.5,1256.1,1257.3,1599
09:57,1257.1,1257.1,1255.5,1256.2,2389
09:58,1256.1,1256.3,1255.1,1255.6,2942
09:59,1255.2,1256.2,1254.2,1254.2,2487
10:00,1254.6,1254.6,1252.1,1252.7,4021
10:01,1252.6,1253.7,1252.0,1252.9,2948
10:02,1252.6,1253.0,1252.4,1252.4,1934
10:03,1252.0,1253.9,1252.0,1252.9,3568
10:04,1253.1,1253.1,1251.2,1251.7,3390
10:05,1251.4,1254.0,1251.1,1253.5,4600
10:06,1253.5,1253.8,1253.0,1253.6,892
10:07,1254.1,1255.0,1253.6,1254.6,3312
10:08,1254.3,1254.7,1253.4,1254.0,8826
10:09,1253.8,1253.8,1253.0,1253.4,2508
10:10,1253.4,1254.2,1253.0,1253.6,1487
