time,open,high,low,close,vol
09:15,13134.0,13218.0,13015.0,13109.0,10489
09:16,13109.0,13109.0,13075.0,13090.0,5464
09:17,13089.0,13100.0,13085.0,13090.0,4465
09:18,13090.0,13093.0,13061.0,13062.0,3745
09:19,13065.0,13084.0,13055.0,13074.0,3132
09:20,13082.0,13082.0,13051.0,13055.0,2524
09:21,13059.0,13060.0,13027.0,13027.0,4039
09:22,13022.0,13042.0,13020.0,13032.0,2214
09:23,13036.0,13051.0,13036.0,13040.0,1235
09:24,13043.0,13043.0,13028.0,13042.0,1592
09:25,13035.0,13065.0,13034.0,13063.0,1337
09:26,13063.0,13066.0,13060.0,13060.0,729
09:27,13062.0,13063.0,13040.0,13045.0,1346
09:28,13053.0,13057.0,13041.0,13050.0,544
09:29,13045.0,13049.0,13035.0,13044.0,915
09:30,13041.0,13056.0,13035.0,13042.0,968
09:31,13047.0,13056.0,13043.0,13056.0,688
09:32,13058.0,13065.0,13050.0,13058.0,2792
09:33,13056.0,13059.0,13049.0,13055.0,592
09:34,13058.0,13060.0,13045.0,13045.0,1889
09:35,13035.0,13047.0,13026.0,13030.0,2216
09:36,13030.0,13031.0,13007.0,13020.0,3302
09:37,13020.0,13020.0,13014.0,13015.0,1160
09:38,13015.0,13039.0,13002.0,13039.0,3720
09:39,13033.0,13048.0,13006.0,13009.0,1907
09:40,13007.0,13010.0,12990.0,13009.0,4019
09:41,13015.0,13020.0,13004.0,13017.0,456
09:42,13017.0,13032.0,13015.0,13032.0,673
09:43,13026.0,13034.0,13020.0,13027.0,871
09:44,13026.0,13030.0,13008.0,13014.0,742
09:45,13020.0,13030.0,13011.0,13011.0,835
09:46,13013.0,13028.0,13013.0,13020.0,744
09:47,13020.0,13025.0,13008.0,13015.0,898
09:48,13011.0,13017.0,13001.0,13003.0,1125
09:49,13007.0,13007.0,13001.0,13005.0,1605
09:50,13005.0,13022.0,13000.0,13022.0,6127
09:51,13030.0,13034.0,13019.0,13023.0,1141
09:52,13029.0,13042.0,13022.0,13030.0,1048
09:53,13030.0,13038.0,13026.0,13036.0,364
09:54,13035.0,13039.0,13026.0,13035.0,418
09:55,13033.0,13039.0,13027.0,13033.0,783
09:56,13038.0,13038.0,13020.0,13020.0,855
09:57,13020.0,13028.0,13020.0,13028.0,247
09:58,13028.0,13039.0,13028.0,13037.0,434
09:59,13034.0,13038.0,13034.0,13036.0,344
10:00,13038.0,13039.0,13005.0,13007.0,1058
10:01,13008.0,13017.0,13006.0,13017.0,728
10:02,13017.0,13027.0,13014.0,13016.0,539
10:03,13014.0,13021.0,13012.0,13019.0,335
10:04,13019.0,13021.0,13013.0,13016.0,306
10:05,13016.0,13030.0,13016.0,13030.0,853
10:06,13022.0,13030.0,13022.0,13027.0,337
10:07,13027.0,13033.0,13022.0,13030.0,382
10:08,13028.0,13030.0,13025.0,13029.0,383
10:09,13027.0,13029.0,13012.0,13016.0,497
10:10,13011.0,13017.0,13008.0,13014.0,805
10:11,13012.0,13014.0,13001.0,13003.0,637
10:12,13003.0,13006.0,13002.0,13004.0,778
10:13,13005.0,13015.0,13004.0,13014.0,274
10:14,13011.0,13015.0,13004.0,13015.0,507
10:15,13015.0,13020.0,13009.0,13018.0,728
10:16,13018.0,13025.0,13018.0,13018.0,426
10:17,13010.0,13014.0,12985.0,13012.0,4479
10:18,13003.0,13023.0,13003.0,13023.0,376
10:19,13027.0,13038.0,13027.0,13035.0,1192
10:20,13036.0,13044.0,13035.0,13041.0,798
10:21,13041.0,13050.0,13041.0,13045.0,2532
10:22,13046.0,13051.0,13035.0,13038.0,548
10:23,13045.0,13045.0,13038.0,13045.0,136
10:24,13045.0,13045.0,13040.0,13043.0,482
10:25,13042.0,13053.0,13035.0,13053.0,2238
10:26,13053.0,13059.0,13044.0,13044.0,797
10:27,13044.0,13050.0,13043.0,13049.0,299
10:28,13049.0,13050.0,13037.0,13043.0,760
10:29,13042.0,13050.0,13036.0,13050.0,574
10:30,13050.0,13055.0,13048.0,13050.0,753
10:31,13050.0,13050.0,13044.0,13050.0,455
10:32,13052.0,13053.0,13047.0,13049.0,413
10:33,13050.0,13055.0,13047.0,13055.0,645
10:34,13055.0,13055.0,13050.0,13051.0,268
10:35,13055.0,13065.0,13051.0,13065.0,1118
10:36,13065.0,13070.0,13061.0,13065.0,2063
10:37,13068.0,13070.0,13060.0,13069.0,399
10:38,13063.0,13070.0,13063.0,13066.0,175
10:39,13069.0,13105.0,13066.0,13096.0,3838
10:40,13095.0,13102.0,13087.0,13095.0,1755
10:41,13099.0,13114.0,13095.0,13110.0,3241
10:42,13115.0,13120.0,13101.0,13102.0,6452
