Datetime,Close,High,Low,Open,pdh,pdl,pdc,pp,r1,r2,s1,s2,bull_trigger,bear_trigger
2026-04-08 11:26:00,23982.30078125,23990.900390625,23981.099609375,23990.19921875,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:27:00,23986.0,23987.55078125,23980.69921875,23982.5,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:28:00,23979.25,23986.849609375,23975.5,23985.849609375,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:29:00,23981.900390625,23987.400390625,23979.25,23979.599609375,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:30:00,23978.650390625,23982.75,23976.349609375,23982.75,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:31:00,23969.400390625,23980.400390625,23968.25,23977.30078125,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:32:00,23973.599609375,23973.69921875,23965.650390625,23969.69921875,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:33:00,23979.5,23982.099609375,23973.19921875,23973.19921875,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:34:00,23968.30078125,23979.650390625,23965.650390625,23979.30078125,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:35:00,23974.0,23977.25,23968.44921875,23968.44921875,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:36:00,23978.44921875,23981.099609375,23970.69921875,23974.0,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
2026-04-08 11:37:00,23967.30078125,23980.650390625,23966.80078125,23979.650390625,23153.85,22719.3,23123.65,22998.95,23278.55,23433.5,22844.0,22564.4,False,False
