Datetime,Close,High,Low,Open,Volume,ema10,ema20,dema100,green_hammer,red_hammer,inv_red_hammer,bull_engulf,bear_engulf,morning_star,evening_star,pdh,pdl,pdc,pp,r1,s1,r2,s2,r3,s3,r4,s4,r5,s5,bull_trigger,bear_trigger
2026-04-10 09:25:00,23940.44921875,23944.19921875,23918.44921875,23918.849609375,0,23922.84770544373,23886.106309662166,23819.80840100368,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:26:00,23913.94921875,23941.0,23913.80078125,23940.099609375,0,23921.229798772143,23888.75801528958,23823.88599691736,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:27:00,23908.849609375,23915.25,23902.19921875,23914.55078125,0,23918.978855245387,23890.67150044057,23827.639053155694,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:28:00,23930.25,23930.25,23907.19921875,23909.900390625,0,23921.02815429168,23894.44088135099,23832.115938036273,False,False,False,False,False,True,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:29:00,23936.900390625,23937.349609375,23922.849609375,23928.150390625,0,23923.91401544319,23898.48464413899,23836.716530253936,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,True,False
2026-04-10 09:30:00,23945.55078125,23947.400390625,23937.349609375,23937.349609375,0,23927.84797286261,23902.967133387654,23841.515206463806,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:31:00,23935.55078125,23950.900390625,23935.099609375,23945.599609375,0,23929.2484834785,23906.070337945974,23845.774393585863,False,False,False,False,True,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:32:00,23948.099609375,23948.25,23931.19921875,23935.400390625,0,23932.675960914225,23910.07312570112,23850.39383577623,False,False,False,True,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:33:00,23952.19921875,23959.5,23945.400390625,23947.150390625,0,23936.22564415709,23914.085134562916,23855.03120659793,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:34:00,23943.599609375,23956.44921875,23943.30078125,23952.099609375,0,23937.566365105802,23916.896036925973,23859.187632411293,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:35:00,23926.05078125,23944.05078125,23925.5,23943.19921875,0,23935.472622586563,23917.767917337787,23862.52605472818,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:36:00,23926.650390625,23931.30078125,23921.849609375,23925.849609375,0,23933.868580411734,23918.613867174667,23865.781992360167,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:37:00,23934.30078125,23935.30078125,23926.05078125,23927.0,0,23933.947162382326,23920.107858991367,23869.23411220863,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:38:00,23930.94921875,23942.650390625,23927.5,23934.349609375,0,23933.402081721903,23921.14036944457,23872.444960979436,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:39:00,23936.55078125,23941.150390625,23927.400390625,23930.19921875,0,23933.974572545194,23922.608027711754,23875.77249463631,False,False,False,True,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:40:00,23938.099609375,23943.150390625,23937.150390625,23937.150390625,0,23934.724579241523,23924.08341644159,23879.054114258648,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:41:00,23938.650390625,23946.349609375,23934.94921875,23938.94921875,0,23935.438363129426,23925.4707473162,23882.2518055045,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:42:00,23948.849609375,23949.25,23939.900390625,23940.0,0,23937.87677153771,23927.69730560752,23885.746154464512,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:43:00,23955.69921875,23957.94921875,23948.150390625,23949.400390625,0,23941.1172164854,23930.364154478233,23889.396813392723,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:44:00,23948.150390625,23957.44921875,23946.099609375,23955.94921875,0,23942.395975419873,23932.05808173031,23892.634318198812,False,False,False,False,True,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:45:00,23949.849609375,23952.30078125,23943.650390625,23948.599609375,0,23943.751181593532,23933.752512934563,23895.83327284974,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:46:00,23966.44921875,23966.44921875,23951.19921875,23951.44921875,0,23947.87809744016,23936.866484916987,23899.578872656613,False,False,False,False,False,True,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:47:00,23981.80078125,23983.80078125,23967.05078125,23967.75,0,23954.045858132857,23941.14594171061,23903.80578473303,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:48:00,23978.30078125,23992.099609375,23978.30078125,23982.25,0,23958.455844154156,23944.68449785722,23907.760293628926,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:49:00,23974.349609375,23978.94921875,23967.900390625,23978.400390625,0,23961.345619648855,23947.509746573196,23911.432466444254,False,False,False,False,True,False,True,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:50:00,23981.55078125,23983.599609375,23973.25,23973.25,0,23965.019285394515,23950.751749875748,23915.267688783704,False,False,False,True,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:51:00,23977.349609375,23982.25,23974.44921875,23981.5,0,23967.261162481875,23953.284879351868,23918.81378012463,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:52:00,23977.75,23978.849609375,23971.25,23977.599609375,0,23969.168223848803,23955.614890842164,23922.25947572305,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:53:00,23983.80078125,23983.80078125,23976.400390625,23978.30078125,0,23971.82868883084,23958.299261357195,23925.82908038506,False,False,False,False,False,True,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
2026-04-10 09:54:00,23986.849609375,23987.94921875,23982.69921875,23983.5,0,23974.559765293412,23961.018342120795,23929.400996211538,False,False,False,False,False,False,False,24074.05,23856.35,24050.6,23993.65,24131,23913.3,24211.35,23775.95,24348.7,23695.6,24486,23615.2,25623.3,23534.8,False,False
