datetime,open,high,low,close,volume
2026-03-16 09:15:00,318.0,323.5,185.75,245.7,1122875
2026-03-16 09:20:00,220.85,226.6,211.0,222.65,519805
2026-03-16 09:25:00,212.05,238.5,211.35,229.0,605150
2026-03-16 09:30:00,239.75,243.05,222.15,223.8,336895
2026-03-16 09:35:00,204.15,207.9,196.6,198.85,459420
2026-03-16 09:40:00,196.3,196.85,179.9,181.35,707850
2026-03-16 09:45:00,196.85,199.3,181.95,184.3,960830
2026-03-16 09:50:00,199.0,205.9,197.55,202.7,620555
2026-03-16 09:55:00,266.65,268.75,257.25,260.05,124085
2026-03-16 10:00:00,239.15,240.45,228.4,231.6,687635
2026-03-16 10:05:00,221.9,228.15,216.3,217.4,472810
2026-03-16 10:10:00,261.8,269.35,257.4,265.95,72020
2026-03-16 10:15:00,281.95,294.85,280.05,291.5,114595
2026-03-16 10:20:00,283.75,319.1,283.75,319.1,824590
2026-03-16 10:25:00,357.5,366.0,347.5,355.05,121680
2026-03-16 10:30:00,339.6,340.8,313.55,318.55,337805
2026-03-16 10:35:00,320.55,325.35,308.0,308.25,110110
2026-03-16 10:40:00,313.15,317.4,309.0,312.65,101075
2026-03-16 10:45:00,314.5,321.0,310.8,319.8,131625
2026-03-16 10:50:00,324.6,337.75,321.8,335.45,148915
2026-03-16 10:55:00,293.95,315.65,292.1,310.85,785460
2026-03-16 11:00:00,298.25,309.25,296.2,309.25,90675
2026-03-16 11:05:00,288.6,296.2,282.2,284.0,76505
2026-03-16 11:10:00,291.25,293.25,278.15,291.8,226915
2026-03-16 11:15:00,223.6,228.1,210.95,211.8,501085
2026-03-16 11:20:00,227.35,241.9,225.9,230.55,321880
2026-03-16 11:25:00,236.1,245.0,234.25,241.45,387855
2026-03-16 11:30:00,212.45,216.75,211.35,212.2,152815
2026-03-16 11:35:00,253.95,256.25,242.65,250.0,41600
2026-03-16 11:40:00,237.45,240.6,233.7,234.15,192595
2026-03-16 11:45:00,250.0,250.0,236.95,242.0,263120
2026-03-16 11:50:00,243.55,245.9,239.0,239.25,104715
2026-03-16 11:55:00,251.55,258.45,248.05,257.95,177515
2026-03-16 12:00:00,254.65,254.65,238.0,242.4,163475
2026-03-16 12:05:00,246.0,248.05,240.05,243.9,138970
2026-03-16 12:10:00,241.5,248.9,240.45,248.9,118170
2026-03-16 12:15:00,239.7,243.0,235.6,241.0,88270
2026-03-16 12:20:00,205.95,210.65,204.4,204.75,86580
2026-03-16 12:25:00,220.9,229.8,220.8,222.5,187720
2026-03-16 12:30:00,228.3,235.0,228.05,230.55,141375
2026-03-16 12:35:00,221.3,240.25,220.75,237.1,614510
2026-03-16 12:40:00,243.9,248.65,243.65,247.75,104715
2026-03-16 12:45:00,284.0,290.0,280.7,290.0,103415
2026-03-16 12:50:00,281.75,286.0,277.05,282.7,340730
2026-03-16 12:55:00,234.2,239.85,233.25,237.7,130845
2026-03-16 13:00:00,292.15,294.75,286.9,291.7,74880
2026-03-16 13:05:00,268.4,291.9,267.9,278.15,737490
2026-03-16 13:10:00,264.15,269.6,262.75,263.35,108030
2026-03-16 13:15:00,263.1,264.0,250.45,254.35,97825
2026-03-16 13:20:00,245.3,249.15,242.8,245.75,183690
2026-03-16 13:25:00,281.95,284.35,278.15,283.25,19110
2026-03-16 13:30:00,295.65,298.35,282.75,284.05,49660
2026-03-16 13:35:00,235.4,235.7,229.55,230.2,147420
2026-03-16 13:40:00,283.0,286.4,276.4,276.85,43940
2026-03-16 13:45:00,269.15,278.55,267.2,278.35,282685
2026-03-16 13:50:00,238.3,245.1,233.6,241.85,91585
2026-03-16 13:55:00,225.05,228.0,221.35,224.25,148655
2026-03-16 14:00:00,282.65,284.85,279.5,282.75,38935
2026-03-16 14:05:00,257.7,259.2,247.0,248.85,116675
2026-03-16 14:10:00,249.35,249.75,244.5,247.35,73255
2026-03-16 14:15:00,182.5,186.9,178.1,185.45,723385
2026-03-16 14:20:00,147.95,147.95,137.85,138.85,2062255
2026-03-16 14:25:00,133.5,141.8,127.6,141.8,1406405
2026-03-16 14:30:00,145.9,150.95,139.25,150.95,1271530
2026-03-16 14:35:00,120.7,123.6,118.75,121.25,478270
2026-03-16 14:40:00,103.0,107.55,97.45,100.2,1116375
2026-03-16 14:45:00,103.15,107.4,102.75,107.1,361660
2026-03-16 14:50:00,113.4,117.1,109.6,113.75,904540
2026-03-16 14:55:00,111.75,119.05,110.7,117.8,1250860
2026-03-16 15:00:00,110.55,123.4,110.15,122.0,1386840
2026-03-16 15:05:00,104.75,105.35,98.0,101.45,355745
2026-03-16 15:10:00,109.0,111.8,107.95,109.9,356590
2026-03-16 15:15:00,112.05,115.15,110.85,113.6,640705
2026-03-16 15:20:00,144.65,148.45,142.2,145.5,739765
2026-03-16 15:25:00,128.5,129.0,125.0,127.65,839410
