datetime,open,high,low,close,volume
2026-02-13 09:15:00,149.0,214.45,148.95,213.5,3772665
2026-02-13 09:16:00,213.65,231.4,212.25,212.25,1608360
2026-02-13 09:17:00,214.1,217.85,207.0,211.5,703300
2026-02-13 09:18:00,211.25,211.65,196.4,204.65,637455
2026-02-13 09:19:00,205.75,217.6,204.5,211.5,661180
2026-02-13 09:20:00,213.05,222.4,211.15,211.15,712595
2026-02-13 09:21:00,211.35,221.2,210.5,218.3,442455
2026-02-13 09:22:00,217.75,226.65,214.45,224.95,661375
2026-02-13 09:23:00,224.35,224.95,214.55,216.6,401245
2026-02-13 09:24:00,215.8,217.85,210.25,212.3,291590
2026-02-13 09:25:00,211.85,217.7,211.1,217.7,265265
2026-02-13 09:26:00,217.3,223.35,209.45,221.9,332215
2026-02-13 09:27:00,221.55,222.8,215.45,217.7,219310
2026-02-13 09:28:00,217.45,221.55,216.0,220.8,172640
2026-02-13 09:29:00,220.0,227.0,219.95,225.6,310700
2026-02-13 09:30:00,188.45,201.9,187.3,200.15,621010
2026-02-13 09:31:00,199.6,200.3,193.05,200.0,234975
2026-02-13 09:32:00,201.25,207.85,200.0,204.75,393770
2026-02-13 09:33:00,206.35,206.35,199.95,204.65,190775
2026-02-13 09:34:00,203.9,216.85,203.9,210.2,393900
2026-02-13 09:35:00,209.45,214.25,207.95,208.7,238550
2026-02-13 09:36:00,207.5,218.65,207.5,218.65,248300
2026-02-13 09:37:00,218.7,218.7,213.8,215.65,189735
2026-02-13 09:38:00,215.0,215.65,212.2,215.6,75400
2026-02-13 09:39:00,215.8,221.7,215.6,217.5,184795
2026-02-13 09:40:00,216.0,233.45,215.65,223.15,332345
2026-02-13 09:41:00,224.4,224.4,213.3,213.65,207155
2026-02-13 09:42:00,212.45,216.7,208.1,211.95,201045
2026-02-13 09:43:00,211.75,211.95,206.5,206.7,108745
2026-02-13 09:44:00,206.5,213.35,205.15,207.6,83720
2026-02-13 09:45:00,208.3,212.0,205.95,207.45,88010
2026-02-13 09:46:00,206.55,214.55,205.3,208.05,87620
2026-02-13 09:47:00,208.65,216.9,208.0,215.5,77805
2026-02-13 09:48:00,215.95,216.7,209.55,215.25,113230
2026-02-13 09:49:00,215.7,222.6,213.6,221.0,161135
2026-02-13 09:50:00,220.9,222.2,216.5,220.4,102050
2026-02-13 09:51:00,220.25,222.55,213.0,214.5,101855
2026-02-13 09:52:00,213.7,214.5,208.4,211.55,86450
2026-02-13 09:53:00,210.85,211.55,202.5,205.55,90545
2026-02-13 09:54:00,205.65,211.95,203.4,211.55,98345
2026-02-13 09:55:00,211.85,215.55,209.15,214.7,102505
2026-02-13 09:56:00,216.0,225.65,214.7,220.5,184275
2026-02-13 09:57:00,220.7,225.2,218.0,218.55,106080
2026-02-13 09:58:00,218.2,221.95,214.75,219.0,73190
2026-02-13 09:59:00,218.15,221.45,214.85,220.4,52650
2026-02-13 10:00:00,219.75,221.1,214.3,216.05,67925
2026-02-13 10:01:00,216.5,217.15,210.35,211.25,46085
2026-02-13 10:02:00,210.9,218.6,210.6,216.6,49400
2026-02-13 10:03:00,216.2,219.0,211.4,213.45,49595
2026-02-13 10:04:00,213.7,216.1,208.6,208.6,79430
2026-02-13 10:05:00,208.6,214.95,208.35,214.15,56355
2026-02-13 10:06:00,213.6,219.1,213.25,217.8,56745
2026-02-13 10:07:00,218.1,219.8,213.15,216.8,51675
2026-02-13 10:08:00,217.55,221.45,214.7,218.25,59995
2026-02-13 10:09:00,218.55,222.3,217.35,217.9,68315
2026-02-13 10:10:00,219.5,222.45,217.8,220.9,48815
2026-02-13 10:11:00,221.0,221.65,217.2,219.2,38545
2026-02-13 10:12:00,219.1,219.85,210.85,211.5,59865
2026-02-13 10:13:00,211.75,219.85,211.2,219.1,51545
2026-02-13 10:14:00,219.45,223.2,216.1,222.1,115635
2026-02-13 10:15:00,221.65,228.65,221.6,222.4,189345
2026-02-13 10:16:00,185.05,189.9,184.35,188.65,232635
2026-02-13 10:17:00,187.5,198.1,187.5,192.75,730275
2026-02-13 10:18:00,230.65,232.15,222.8,225.35,75335
2026-02-13 10:19:00,225.1,227.3,222.0,224.8,64480
2026-02-13 10:20:00,225.55,227.35,217.85,220.05,72930
2026-02-13 10:21:00,220.7,226.6,220.05,222.55,52585
2026-02-13 10:22:00,223.15,226.45,222.15,224.25,24310
2026-02-13 10:23:00,224.0,224.3,216.0,217.05,49920
2026-02-13 10:24:00,216.4,218.55,214.55,217.3,40235
2026-02-13 10:25:00,217.15,218.65,213.15,215.55,36010
2026-02-13 10:26:00,214.4,217.35,212.6,213.55,26910
2026-02-13 10:27:00,212.15,217.15,212.15,212.2,76505
2026-02-13 10:28:00,211.45,217.15,211.45,216.6,36270
2026-02-13 10:29:00,216.45,217.2,212.7,215.85,27560
2026-02-13 10:30:00,214.2,215.85,208.05,211.05,76635
2026-02-13 10:31:00,211.7,215.0,209.3,209.45,46475
2026-02-13 10:32:00,209.9,211.05,206.7,208.6,99060
2026-02-13 10:33:00,209.05,211.3,204.8,206.0,98345
2026-02-13 10:34:00,205.5,206.0,200.8,203.65,113230
2026-02-13 10:35:00,203.95,206.55,198.45,202.8,146640
2026-02-13 10:36:00,202.05,207.3,201.35,203.1,106405
2026-02-13 10:37:00,202.4,205.0,197.5,199.6,102375
2026-02-13 10:38:00,199.65,202.25,198.0,198.4,47905
2026-02-13 10:39:00,238.05,238.3,231.3,234.05,180895
2026-02-13 10:40:00,234.15,236.95,232.65,232.75,111280
2026-02-13 10:41:00,193.55,200.45,193.55,200.45,82225
2026-02-13 10:42:00,240.5,241.95,230.5,232.05,167570
2026-02-13 10:43:00,232.65,233.5,229.8,233.15,94380
2026-02-13 10:44:00,194.1,200.4,193.0,199.45,99060
2026-02-13 10:45:00,199.3,203.75,198.1,203.75,83980
2026-02-13 10:46:00,203.45,206.8,199.85,200.55,134420
2026-02-13 10:47:00,200.8,207.2,200.55,205.2,60320
2026-02-13 10:48:00,205.3,206.8,202.1,203.0,40755
2026-02-13 10:49:00,203.55,211.1,203.0,211.1,84110
2026-02-13 10:50:00,211.4,219.35,211.1,212.7,228865
2026-02-13 10:51:00,213.2,213.2,207.75,209.0,87230
2026-02-13 10:52:00,206.6,208.8,203.45,203.45,87815
2026-02-13 10:53:00,202.45,209.65,202.1,209.65,54795
2026-02-13 10:54:00,209.85,210.45,205.55,206.65,49595
2026-02-13 10:55:00,206.0,208.35,201.15,201.55,60515
2026-02-13 10:56:00,201.25,202.6,196.35,197.65,84695
2026-02-13 10:57:00,198.6,204.0,196.8,202.75,48165
2026-02-13 10:58:00,202.5,205.65,200.75,204.75,75660
2026-02-13 10:59:00,204.0,207.85,203.65,207.65,52910
2026-02-13 11:00:00,207.6,211.05,205.85,206.0,107835
2026-02-13 11:01:00,205.35,210.4,205.05,209.6,61100
2026-02-13 11:02:00,210.05,218.0,209.6,215.2,147810
2026-02-13 11:03:00,215.9,216.15,210.35,211.05,65910
