datetime,time,open,high,low,close,volume
2026-02-27 09:15:00,09:15:00,525.3,533.85,508.95,516.1,3900
2026-02-27 09:16:00,09:16:00,513.95,525.05,510.5,516.3,2860
2026-02-27 09:17:00,09:17:00,528.25,528.25,516.3,519.85,1105
2026-02-27 09:18:00,09:18:00,515.15,519.85,505.7,507.45,845
2026-02-27 09:19:00,09:19:00,517.2,517.35,507.45,514.9,455
2026-02-27 09:20:00,09:20:00,503.7,515.0,500.0,515.0,1690
2026-02-27 09:21:00,09:21:00,516.3,525.05,515.0,515.0,845
2026-02-27 09:22:00,09:22:00,522.05,525.1,515.0,520.65,1040
2026-02-27 09:23:00,09:23:00,521.4,522.9,517.0,522.9,455
2026-02-27 09:24:00,09:24:00,517.25,522.9,508.05,508.2,715
2026-02-27 09:25:00,09:25:00,516.35,525.4,508.2,525.4,130
2026-02-27 09:26:00,09:26:00,520.8,525.4,510.75,510.75,455
2026-02-27 09:27:00,09:27:00,511.1,511.1,508.6,508.6,195
2026-02-27 09:28:00,09:28:00,510.65,510.65,500.95,500.95,2925
2026-02-27 09:29:00,09:29:00,548.0,548.7,529.2,529.2,715
2026-02-27 09:30:00,09:30:00,532.0,544.6,529.2,539.75,260
2026-02-27 09:31:00,09:31:00,533.7,539.75,532.95,537.2,325
2026-02-27 09:32:00,09:32:00,495.85,500.85,491.9,495.05,325
2026-02-27 09:33:00,09:33:00,548.35,548.35,534.65,537.45,195
2026-02-27 09:34:00,09:34:00,537.45,537.45,537.45,537.45,0
2026-02-27 09:35:00,09:35:00,524.25,537.45,524.25,524.25,195
2026-02-27 09:36:00,09:36:00,528.75,528.75,519.85,521.15,455
2026-02-27 09:37:00,09:37:00,530.35,531.45,521.15,526.25,780
2026-02-27 09:38:00,09:38:00,524.95,531.65,524.95,531.65,585
2026-02-27 09:39:00,09:39:00,491.35,500.0,483.2,500.0,2860
2026-02-27 09:40:00,09:40:00,547.4,547.4,547.4,547.4,0
2026-02-27 09:41:00,09:41:00,538.9,547.4,536.8,536.8,1170
2026-02-27 09:42:00,09:42:00,529.6,536.8,525.55,525.55,325
2026-02-27 09:43:00,09:43:00,526.9,533.2,525.55,528.75,715
2026-02-27 09:44:00,09:44:00,531.0,531.0,528.75,531.0,65
2026-02-27 09:45:00,09:45:00,520.9,531.0,520.9,522.15,130
2026-02-27 09:46:00,09:46:00,522.45,526.8,520.55,526.7,1560
2026-02-27 09:47:00,09:47:00,526.3,527.6,523.95,527.6,1105
2026-02-27 09:48:00,09:48:00,525.6,527.6,520.2,520.2,390
