datetime,time,open,high,low,close,volume
2026-02-05 09:15:00,09:15:00,136.3,147.9,129.85,137.3,1917435
2026-02-05 09:16:00,09:16:00,142.05,142.05,132.3,137.35,1502735
2026-02-05 09:17:00,09:17:00,162.5,163.15,151.3,153.7,822770
2026-02-05 09:18:00,09:18:00,154.4,155.2,147.3,147.85,880490
2026-02-05 09:19:00,09:19:00,149.6,155.3,146.6,154.4,711165
2026-02-05 09:20:00,09:20:00,131.4,141.7,131.4,139.6,2488330
2026-02-05 09:21:00,09:21:00,140.4,146.25,139.6,146.25,2076100
2026-02-05 09:22:00,09:22:00,147.05,149.55,144.9,148.35,1873495
2026-02-05 09:23:00,09:23:00,147.35,148.35,141.6,146.7,1480115
2026-02-05 09:24:00,09:24:00,146.35,151.3,144.5,149.05,1699750
2026-02-05 09:25:00,09:25:00,125.35,128.8,124.45,127.4,835900
2026-02-05 09:26:00,09:26:00,150.9,150.9,142.35,146.65,1300910
2026-02-05 09:27:00,09:27:00,123.9,129.2,123.55,128.8,880425
2026-02-05 09:28:00,09:28:00,129.5,129.5,126.0,127.85,545090
2026-02-05 09:29:00,09:29:00,152.5,152.7,141.5,141.5,1116505
2026-02-05 09:30:00,09:30:00,142.0,142.3,135.85,139.65,1648010
2026-02-05 09:31:00,09:31:00,139.1,139.65,131.15,135.7,1341210
2026-02-05 09:32:00,09:32:00,135.55,136.55,128.9,133.45,1399060
2026-02-05 09:33:00,09:33:00,133.6,137.65,126.4,136.25,1744145
2026-02-05 09:34:00,09:34:00,136.55,141.85,131.85,140.7,2320240
2026-02-05 09:35:00,09:35:00,139.5,140.7,133.85,139.7,975065
2026-02-05 09:36:00,09:36:00,140.15,145.9,137.85,145.65,1623570
2026-02-05 09:37:00,09:37:00,146.25,147.9,143.25,144.35,1646255
2026-02-05 09:38:00,09:38:00,122.35,126.7,121.0,126.1,570440
2026-02-05 09:39:00,09:39:00,149.85,154.45,144.6,145.9,1808300
2026-02-05 09:40:00,09:40:00,122.0,127.55,121.65,126.75,509275
2026-02-05 09:41:00,09:41:00,126.7,130.15,125.7,129.65,873795
2026-02-05 09:42:00,09:42:00,129.75,137.9,129.65,131.9,1743625
2026-02-05 09:43:00,09:43:00,132.35,137.0,131.9,136.75,847730
2026-02-05 09:44:00,09:44:00,135.85,142.35,134.0,142.35,1278550
2026-02-05 09:45:00,09:45:00,140.45,148.0,140.45,144.2,1940055
2026-02-05 09:46:00,09:46:00,144.75,146.05,139.05,145.85,962130
2026-02-05 09:47:00,09:47:00,145.85,147.8,142.0,144.1,672230
2026-02-05 09:48:00,09:48:00,122.2,130.55,122.2,130.55,1163110
2026-02-05 09:49:00,09:49:00,154.0,154.0,145.35,146.95,870740
2026-02-05 09:50:00,09:50:00,145.85,147.45,140.9,143.15,726830
2026-02-05 09:51:00,09:51:00,144.1,149.05,141.65,147.75,502580
2026-02-05 09:52:00,09:52:00,147.4,153.35,147.4,151.9,787995
