datetime,time,open,high,low,close,volume
2026-03-23 09:15:00,09:15:00,98.85,206.65,98.85,204.0,3057340
2026-03-23 09:16:00,09:16:00,206.05,216.1,180.75,184.15,2892370
2026-03-23 09:17:00,09:17:00,181.35,183.05,172.5,176.4,1664585
2026-03-23 09:18:00,09:18:00,177.65,185.45,175.0,184.05,1500590
2026-03-23 09:19:00,09:19:00,184.3,186.6,177.7,183.0,1079000
2026-03-23 09:20:00,09:20:00,183.15,189.8,174.35,174.35,1229540
2026-03-23 09:21:00,09:21:00,176.9,181.3,171.2,173.15,1050075
2026-03-23 09:22:00,09:22:00,171.75,178.1,166.45,177.45,916110
2026-03-23 09:23:00,09:23:00,175.4,178.15,171.15,174.15,656240
2026-03-23 09:24:00,09:24:00,174.3,181.9,171.2,180.8,666640
2026-03-23 09:25:00,09:25:00,181.9,182.85,177.15,178.95,834730
2026-03-23 09:26:00,09:26:00,178.85,182.6,174.45,175.85,648830
2026-03-23 09:27:00,09:27:00,176.65,177.2,172.7,175.4,496535
2026-03-23 09:28:00,09:28:00,176.1,181.2,174.15,180.9,504205
2026-03-23 09:29:00,09:29:00,180.3,181.9,176.7,181.0,424125
2026-03-23 09:30:00,09:30:00,181.7,184.4,174.4,176.55,825240
2026-03-23 09:31:00,09:31:00,177.3,183.5,175.15,182.95,861770
2026-03-23 09:32:00,09:32:00,181.0,184.6,179.4,183.5,520780
2026-03-23 09:33:00,09:33:00,182.5,182.5,174.6,180.0,532350
2026-03-23 09:34:00,09:34:00,178.7,181.6,176.4,178.6,236535
2026-03-23 09:35:00,09:35:00,179.55,181.9,172.5,172.8,610480
2026-03-23 09:36:00,09:36:00,171.55,176.95,165.35,166.55,891085
2026-03-23 09:37:00,09:37:00,167.1,173.5,167.0,172.55,563030
2026-03-23 09:38:00,09:38:00,172.2,175.3,170.2,174.0,412230
2026-03-23 09:39:00,09:39:00,175.05,177.6,173.1,176.2,440245
2026-03-23 09:40:00,09:40:00,175.6,182.55,174.45,182.55,614770
2026-03-23 09:41:00,09:41:00,181.85,182.9,177.2,180.55,697450
2026-03-23 09:42:00,09:42:00,180.2,185.6,179.25,183.25,738075
2026-03-23 09:43:00,09:43:00,183.85,184.75,181.25,184.0,376090
2026-03-23 09:44:00,09:44:00,184.0,186.85,177.45,180.25,695110
2026-03-23 09:45:00,09:45:00,180.0,184.55,180.0,180.9,402870
2026-03-23 09:46:00,09:46:00,181.2,185.3,179.9,184.55,391365
2026-03-23 09:47:00,09:47:00,184.65,193.75,184.25,192.25,1304225
2026-03-23 09:48:00,09:48:00,191.95,199.5,191.95,198.0,1347515
2026-03-23 09:49:00,09:49:00,198.15,200.45,195.8,198.2,1074515
2026-03-23 09:50:00,09:50:00,198.7,200.95,196.05,200.4,768690
2026-03-23 09:51:00,09:51:00,201.05,205.5,198.5,204.0,970255
2026-03-23 09:52:00,09:52:00,204.2,207.9,196.85,197.8,1444820
2026-03-23 09:53:00,09:53:00,202.2,209.2,200.7,209.0,945295
2026-03-23 09:54:00,09:54:00,209.95,220.0,208.45,218.45,2015520
2026-03-23 09:55:00,09:55:00,219.3,223.5,216.45,220.9,1682200
2026-03-23 09:56:00,09:56:00,220.95,232.9,216.45,228.75,2262650
2026-03-23 09:57:00,09:57:00,230.7,240.75,228.6,235.3,2169765
2026-03-23 09:58:00,09:58:00,233.7,233.7,218.4,225.35,1630525
2026-03-23 09:59:00,09:59:00,226.3,239.3,226.3,235.95,1678040
2026-03-23 10:00:00,10:00:00,235.35,245.0,235.35,240.75,1959880
2026-03-23 10:01:00,10:01:00,242.85,246.6,229.45,241.15,1576445
2026-03-23 10:02:00,10:02:00,242.15,242.15,230.4,232.0,932880
2026-03-23 10:03:00,10:03:00,230.95,235.9,223.55,235.6,1123980
2026-03-23 10:04:00,10:04:00,237.85,238.0,225.55,226.05,865410
2026-03-23 10:05:00,10:05:00,226.95,227.95,219.3,226.15,1051830
2026-03-23 10:06:00,10:06:00,225.1,227.3,219.15,219.15,736645
2026-03-23 10:07:00,10:07:00,216.7,227.0,215.05,227.0,1059890
2026-03-23 10:08:00,10:08:00,227.8,232.5,226.05,228.8,1170585
2026-03-23 10:09:00,10:09:00,229.3,232.05,228.85,230.05,594295
2026-03-23 10:10:00,10:10:00,229.55,236.3,229.5,234.1,1140555
2026-03-23 10:11:00,10:11:00,233.55,236.9,228.35,235.35,990145
2026-03-23 10:12:00,10:12:00,236.55,243.45,235.7,241.75,1465425
2026-03-23 10:13:00,10:13:00,242.2,253.65,238.25,248.75,2075645
2026-03-23 10:14:00,10:14:00,248.5,251.85,247.15,250.6,964275
2026-03-23 10:15:00,10:15:00,250.55,260.0,247.95,258.75,1469520
2026-03-23 10:16:00,10:16:00,259.55,261.55,253.85,260.35,1269775
2026-03-23 10:17:00,10:17:00,259.9,259.9,240.75,246.4,1444235
2026-03-23 10:18:00,10:18:00,244.8,251.75,244.8,250.55,633230
2026-03-23 10:19:00,10:19:00,249.3,260.0,248.75,260.0,747370
2026-03-23 10:20:00,10:20:00,260.25,264.8,254.45,260.8,1135095
2026-03-23 10:21:00,10:21:00,260.3,265.25,257.1,257.55,848055
2026-03-23 10:22:00,10:22:00,258.1,266.85,254.1,260.0,947830
2026-03-23 10:23:00,10:23:00,261.2,263.35,251.25,254.25,724945
2026-03-23 10:24:00,10:24:00,255.35,263.15,253.0,261.9,446225
2026-03-23 10:25:00,10:25:00,263.1,263.95,259.1,260.35,506090
2026-03-23 10:26:00,10:26:00,260.1,260.2,251.4,252.4,485615
2026-03-23 10:27:00,10:27:00,252.45,253.4,248.5,251.7,538590
2026-03-23 10:28:00,10:28:00,253.5,264.75,253.3,264.2,754520
2026-03-23 10:29:00,10:29:00,265.1,266.0,258.65,264.0,766805
2026-03-23 10:30:00,10:30:00,262.2,264.3,254.05,255.35,683150
2026-03-23 10:31:00,10:31:00,255.7,257.25,249.5,255.3,521755
2026-03-23 10:32:00,10:32:00,256.1,258.0,251.4,253.6,238225
2026-03-23 10:33:00,10:33:00,253.95,260.45,250.7,257.05,442390
2026-03-23 10:34:00,10:34:00,257.3,264.8,255.6,264.8,414700
2026-03-23 10:35:00,10:35:00,263.8,263.85,255.0,255.0,411840
2026-03-23 10:36:00,10:36:00,256.0,257.1,240.45,240.45,780650
2026-03-23 10:37:00,10:37:00,243.0,246.85,237.2,238.55,709800
2026-03-23 10:38:00,10:38:00,238.5,244.3,237.55,243.45,461825
2026-03-23 10:39:00,10:39:00,244.35,247.9,240.9,247.9,551265
2026-03-23 10:40:00,10:40:00,248.6,260.55,248.35,259.45,934765
2026-03-23 10:41:00,10:41:00,258.4,261.8,253.4,253.65,675220
2026-03-23 10:42:00,10:42:00,254.15,260.0,250.6,252.25,389610
2026-03-23 10:43:00,10:43:00,252.0,258.6,251.5,251.9,282165
2026-03-23 10:44:00,10:44:00,250.4,258.6,248.9,254.0,426530
2026-03-23 10:45:00,10:45:00,252.95,256.0,251.65,252.8,216905
